"==========","========","=====","======","=====","=====","======","=======","=======","=====","=======","=====","=====","=======","======="
06/10/2024,19:15:50,13.48,488,0.381,0.317,0.24,14.801,0.097,5.62,44.0,11.0,2.6,2.9,11.7
06/10/2024,19:30:51,13.44,489,0.381,0.318,0.24,14.798,0.095,5.62,43.9,10.6,2.5,2.5,11.7
06/10/2024,19:45:50,13.42,489,0.381,0.318,0.24,14.799,0.096,5.66,42.5,11.5,2.7,2.8,11.7
06/10/2024,20:00:50,13.39,490,0.381,0.318,0.24,14.797,0.094,5.65,43.1,8.0,1.9,2.6,11.6
06/10/2024,20:15:50,13.36,490,0.381,0.319,0.24,14.797,0.094,5.66,42.8,9.0,2.1,2.8,11.7
06/10/2024,20:30:50,13.34,491,0.381,0.319,0.24,14.796,0.094,5.66,42.7,11.9,2.8,2.8,11.6
06/10/2024,20:45:50,13.31,491,0.381,0.319,0.24,14.797,0.094,5.67,42.4,7.6,1.8,2.8,11.6
06/10/2024,21:00:51,13.28,492,0.382,0.320,0.24,14.800,0.097,5.67,42.3,6.7,1.6,2.7,11.7
06/10/2024,21:15:50,13.25,492,0.382,0.320,0.24,14.798,0.095,5.71,41.1,6.4,1.5,3.0,11.6
06/10/2024,21:30:50,13.23,492,0.382,0.320,0.24,14.798,0.095,5.72,40.6,7.6,1.8,2.7,11.7
06/10/2024,21:45:50,13.20,493,0.382,0.320,0.24,14.797,0.095,5.71,41.1,6.8,1.6,2.7,11.6
06/10/2024,22:00:50,13.18,493,0.382,0.321,0.24,14.797,0.095,5.75,39.6,6.4,1.5,2.6,11.7
06/10/2024,22:15:50,13.15,493,0.382,0.321,0.24,14.797,0.094,5.73,40.3,6.8,1.6,2.6,11.7
06/10/2024,22:30:50,13.13,494,0.382,0.321,0.24,14.797,0.095,5.75,39.7,6.6,1.6,2.6,11.6
06/10/2024,22:45:51,13.12,494,0.382,0.321,0.24,14.794,0.092,5.73,40.5,6.3,1.5,2.3,11.7
06/10/2024,23:00:51,13.11,495,0.382,0.321,0.24,14.794,0.092,5.73,40.4,6.4,1.5,2.7,11.7
06/10/2024,23:15:50,13.10,495,0.382,0.322,0.24,14.794,0.093,5.74,40.1,6.9,1.6,2.7,11.6
06/10/2024,23:30:50,13.10,495,0.382,0.322,0.24,14.793,0.092,5.74,40.0,6.5,1.5,2.5,11.6
06/10/2024,23:45:50,13.09,495,0.383,0.322,0.24,14.794,0.092,5.74,39.8,7.3,1.7,2.6,11.7
07/10/2024,00:00:50,13.09,495,0.383,0.322,0.24,14.794,0.093,5.74,39.8,6.9,1.6,2.5,11.6
07/10/2024,00:15:50,13.09,495,0.383,0.322,0.24,14.794,0.092,5.75,39.5,6.4,1.5,4.3,11.7
07/10/2024,00:30:50,13.09,495,0.383,0.322,0.24,14.795,0.093,5.77,38.8,7.5,1.7,2.6,11.7
07/10/2024,00:45:50,13.08,495,0.383,0.322,0.24,14.796,0.094,5.75,39.4,7.8,1.8,2.6,11.7
07/10/2024,01:00:50,13.08,495,0.383,0.322,0.24,14.795,0.093,5.75,39.6,6.7,1.6,2.5,11.6
07/10/2024,01:15:50,13.07,495,0.383,0.322,0.24,14.795,0.093,5.75,39.7,8.5,2.0,2.7,11.7
07/10/2024,01:30:50,13.06,495,0.382,0.322,0.24,14.796,0.094,5.75,39.7,31.6,7.4,2.6,11.6
07/10/2024,01:45:50,13.05,495,0.382,0.322,0.24,14.796,0.094,5.74,39.9,7.1,1.7,2.6,11.6
07/10/2024,02:00:50,13.03,495,0.382,0.322,0.24,14.797,0.094,5.74,39.7,7.0,1.6,2.5,11.6
07/10/2024,02:15:50,13.00,495,0.382,0.322,0.24,14.798,0.095,5.75,39.7,7.4,1.7,2.6,11.7
07/10/2024,02:30:50,12.98,495,0.382,0.322,0.24,14.798,0.095,5.75,39.7,16.0,3.7,2.6,11.6
07/10/2024,02:45:50,12.95,495,0.381,0.322,0.24,14.799,0.096,5.75,39.4,7.7,1.8,2.6,11.6
07/10/2024,03:00:51,12.94,495,0.381,0.322,0.24,14.800,0.096,5.75,39.4,6.2,1.4,2.7,11.7
07/10/2024,03:15:51,12.92,495,0.381,0.322,0.24,14.802,0.098,5.76,39.4,7.1,1.7,2.5,11.7
07/10/2024,03:30:51,12.90,495,0.381,0.322,0.24,14.800,0.097,5.76,39.2,7.0,1.6,2.8,11.7
07/10/2024,03:45:50,12.88,495,0.380,0.322,0.24,14.802,0.098,5.77,38.9,7.8,1.8,2.6,11.7
07/10/2024,04:00:50,12.86,495,0.380,0.322,0.24,14.804,0.099,5.77,38.8,7.5,1.7,2.8,11.6
07/10/2024,04:15:50,12.85,495,0.380,0.322,0.24,14.805,0.100,5.79,38.1,8.4,2.0,2.6,11.6
07/10/2024,04:30:50,12.85,495,0.380,0.321,0.24,14.806,0.101,5.80,37.8,6.7,1.6,2.6,11.6
07/10/2024,04:45:50,12.84,494,0.380,0.321,0.24,14.809,0.103,5.80,37.7,6.5,1.5,2.8,11.6
07/10/2024,05:00:50,12.84,494,0.379,0.321,0.24,14.809,0.103,5.81,37.7,7.1,1.7,2.8,11.6
07/10/2024,05:15:50,12.83,494,0.379,0.321,0.24,14.809,0.103,5.81,37.6,7.2,1.7,2.7,11.6
07/10/2024,05:30:50,12.83,494,0.379,0.321,0.24,14.811,0.105,5.81,37.6,14.4,3.4,2.8,11.6
07/10/2024,05:45:50,12.83,494,0.379,0.321,0.24,14.813,0.106,5.81,37.5,17.8,4.2,2.8,11.6
07/10/2024,06:00:50,12.83,494,0.379,0.321,0.24,14.813,0.106,5.81,37.4,7.2,1.7,2.8,11.6
07/10/2024,06:15:50,12.83,493,0.379,0.321,0.24,14.814,0.106,5.81,37.5,6.8,1.6,2.9,11.6
07/10/2024,06:30:50,12.82,493,0.379,0.321,0.24,14.815,0.107,5.81,37.4,25.5,6.0,3.5,11.6
07/10/2024,06:45:50,12.82,493,0.378,0.320,0.24,14.816,0.108,5.81,37.4,7.7,1.8,2.9,11.6
07/10/2024,07:00:51,12.82,493,0.378,0.320,0.24,14.818,0.109,5.81,37.5,7.6,1.8,2.9,11.7
07/10/2024,07:15:50,12.82,493,0.378,0.320,0.24,14.820,0.111,5.84,36.5,7.2,1.7,2.9,11.7
07/10/2024,07:30:51,12.81,493,0.378,0.320,0.24,14.822,0.112,5.81,37.4,7.0,1.6,3.1,11.7
07/10/2024,07:45:51,12.80,493,0.378,0.320,0.24,14.823,0.113,5.83,36.7,7.7,1.8,2.8,11.7
07/10/2024,08:00:50,12.79,493,0.378,0.320,0.24,14.828,0.116,5.82,37.0,6.8,1.6,3.0,11.6
07/10/2024,08:15:50,12.79,492,0.378,0.320,0.24,14.831,0.118,5.85,36.2,12.9,3.0,3.1,11.6
07/10/2024,08:30:50,12.80,492,0.378,0.320,0.24,14.835,0.121,5.83,36.7,8.1,1.9,2.9,11.6
07/10/2024,08:45:50,12.81,492,0.378,0.320,0.24,14.838,0.123,5.84,36.6,9.8,2.3,2.9,11.6
07/10/2024,09:00:51,12.82,492,0.378,0.320,0.24,14.841,0.126,5.83,36.9,9.7,2.3,3.0,11.6
07/10/2024,09:15:50,12.82,492,0.378,0.320,0.24,14.843,0.127,5.84,36.6,11.0,2.6,2.9,11.6
07/10/2024,09:30:50,12.82,492,0.378,0.320,0.24,14.845,0.128,5.84,36.4,13.4,3.1,3.1,11.7
07/10/2024,09:45:50,12.83,492,0.378,0.320,0.24,14.848,0.130,5.84,36.4,25.4,5.9,3.4,11.6
07/10/2024,10:00:50,12.84,492,0.378,0.320,0.24,14.850,0.132,5.87,35.5,35.5,8.3,3.1,11.6
07/10/2024,10:15:50,12.86,492,0.378,0.320,0.24,14.852,0.133,5.86,35.9,9.4,2.2,3.0,11.6
07/10/2024,10:30:50,12.87,493,0.378,0.320,0.24,14.854,0.135,5.86,35.9,9.1,2.1,3.1,11.7
07/10/2024,10:45:50,12.88,492,0.378,0.320,0.24,14.855,0.136,5.85,36.1,9.4,2.2,3.8,11.6
07/10/2024,11:00:51,12.90,492,0.379,0.320,0.24,14.858,0.137,5.87,35.3,10.5,2.4,3.2,11.6
07/10/2024,11:15:51,12.93,492,0.379,0.320,0.24,14.858,0.138,5.86,35.7,19.8,4.6,3.1,11.7
07/10/2024,11:30:50,12.96,492,0.379,0.320,0.24,14.861,0.140,5.84,36.4,17.9,4.2,3.5,11.6
07/10/2024,11:45:50,12.97,492,0.379,0.320,0.24,14.864,0.142,5.84,36.6,31.2,7.3,3.2,11.6
07/10/2024,12:00:50,13.00,492,0.379,0.320,0.24,14.867,0.144,5.84,36.4,63.0,14.7,3.1,11.6
07/10/2024,12:15:50,13.03,492,0.379,0.320,0.24,14.867,0.144,5.87,35.6,85.0,19.9,3.8,11.6
07/10/2024,12:30:50,13.05,492,0.379,0.320,0.24,14.870,0.146,5.84,36.4,261.3,61.1,3.2,11.6
07/10/2024,12:45:50,13.08,492,0.380,0.320,0.24,14.872,0.148,5.86,35.8,8.8,2.0,3.2,11.6
07/10/2024,13:00:50,13.12,491,0.380,0.319,0.24,14.871,0.147,5.84,36.6,16.2,3.8,3.1,11.6
07/10/2024,13:15:50,13.15,491,0.380,0.319,0.24,14.874,0.149,5.83,36.9,30.0,7.0,2.9,11.7
07/10/2024,13:30:50,13.19,491,0.380,0.319,0.24,14.875,0.150,5.82,37.1,44.7,10.4,3.1,11.6
07/10/2024,13:45:50,13.23,491,0.381,0.319,0.24,14.875,0.150,5.81,37.4,17.2,4.0,3.7,11.6
07/10/2024,14:00:51,13.28,491,0.381,0.319,0.24,14.875,0.149,5.83,37.0,70.9,16.6,3.4,11.6
07/10/2024,14:15:51,13.32,491,0.381,0.319,0.24,14.875,0.150,5.82,37.2,49.3,11.5,3.0,11.6
07/10/2024,14:30:50,13.35,490,0.381,0.319,0.24,14.875,0.150,5.80,38.0,16.4,3.8,3.2,11.6
07/10/2024,14:45:50,13.38,490,0.381,0.319,0.24,14.878,0.152,5.82,37.4,39.7,9.3,3.6,11.6
07/10/2024,15:00:50,13.43,490,0.382,0.318,0.24,14.879,0.153,5.80,38.0,43.4,10.1,2.9,11.6
07/10/2024,15:15:50,13.45,490,0.382,0.318,0.24,14.880,0.153,5.78,38.7,77.9,18.2,3.0,11.6
07/10/2024,15:30:50,13.48,489,0.382,0.318,0.24,14.881,0.154,5.77,38.9,88.4,20.7,3.0,11.7
07/10/2024,15:45:50,13.49,490,0.382,0.318,0.24,14.883,0.155,5.78,38.8,7.9,1.9,2.9,11.6
07/10/2024,16:00:50,13.49,489,0.382,0.318,0.24,14.885,0.157,5.76,39.2,9.8,2.3,3.0,11.6
07/10/2024,16:15:50,13.48,489,0.382,0.318,0.24,14.884,0.156,5.75,39.6,9.5,2.2,3.0,11.6
07/10/2024,16:30:50,13.46,489,0.382,0.318,0.24,14.885,0.156,5.74,39.9,10.1,2.4,2.9,11.7
07/10/2024,16:45:50,13.46,489,0.382,0.318,0.24,14.885,0.157,5.72,40.7,16.4,3.8,3.1,11.6
07/10/2024,17:00:50,13.45,489,0.381,0.318,0.24,14.887,0.158,5.73,40.2,27.9,6.5,3.0,11.6
07/10/2024,17:15:50,13.44,489,0.381,0.318,0.24,14.889,0.159,5.74,40.0,8.3,1.9,3.1,11.6
07/10/2024,17:30:50,13.43,489,0.381,0.318,0.24,14.891,0.161,5.74,40.0,10.7,2.5,3.0,11.6
07/10/2024,17:45:50,13.43,489,0.381,0.318,0.24,14.892,0.161,5.72,40.6,36.5,8.5,2.8,11.6
07/10/2024,18:00:50,13.42,489,0.381,0.318,0.24,14.894,0.163,5.74,39.9,73.0,17.1,2.8,11.6
07/10/2024,18:15:50,13.41,489,0.381,0.318,0.24,14.898,0.166,5.71,41.1,108.7,25.4,2.8,11.6
07/10/2024,18:30:50,13.39,489,0.381,0.318,0.24,14.900,0.167,5.73,40.4,115.3,27.0,2.8,11.6
07/10/2024,18:45:50,13.36,490,0.381,0.318,0.24,14.903,0.169,5.73,40.3,108.0,25.2,2.8,11.6
07/10/2024,19:00:51,13.34,490,0.381,0.318,0.24,14.907,0.172,5.72,40.5,9.1,2.1,2.8,11.6
07/10/2024,19:15:50,13.33,490,0.381,0.318,0.24,14.909,0.173,5.73,40.2,189.5,44.3,3.3,11.6
07/10/2024,19:30:50,13.32,490,0.381,0.318,0.24,14.910,0.174,5.71,40.9,135.7,31.7,3.4,11.6
07/10/2024,19:45:50,13.32,490,0.381,0.318,0.24,14.912,0.176,5.73,40.2,14.3,3.3,3.2,11.6
07/10/2024,20:00:50,13.32,490,0.381,0.318,0.24,14.915,0.177,5.74,40.0,8.1,1.9,3.1,11.6
07/10/2024,20:15:50,13.32,490,0.381,0.319,0.24,14.918,0.180,5.74,39.9,7.7,1.8,3.3,11.6
07/10/2024,20:30:50,13.31,490,0.381,0.319,0.24,14.919,0.181,5.72,40.6,7.0,1.6,2.9,11.6
07/10/2024,20:45:51,13.31,490,0.381,0.319,0.24,14.922,0.183,5.72,40.8,6.7,1.6,2.8,11.6
07/10/2024,21:00:50,13.31,490,0.381,0.319,0.24,14.923,0.183,5.74,39.8,7.3,1.7,3.3,11.6
07/10/2024,21:15:50,13.31,491,0.381,0.319,0.24,14.924,0.184,5.75,39.7,7.0,1.6,2.9,11.6
07/10/2024,21:30:50,13.30,491,0.381,0.319,0.24,14.926,0.185,5.73,40.5,7.9,1.9,2.7,11.6
07/10/2024,21:45:50,13.29,491,0.381,0.319,0.24,14.927,0.186,5.72,40.6,7.5,1.8,2.8,11.6
07/10/2024,22:00:51,13.29,491,0.381,0.319,0.24,14.928,0.187,5.72,40.8,7.4,1.7,2.5,11.6
07/10/2024,22:15:50,13.28,491,0.381,0.319,0.24,14.931,0.189,5.75,39.8,7.4,1.7,2.8,11.6
07/10/2024,22:30:50,13.28,491,0.381,0.319,0.24,14.931,0.189,5.75,39.6,6.5,1.5,2.8,11.6
07/10/2024,22:45:50,13.28,491,0.381,0.319,0.24,14.933,0.190,5.73,40.3,6.7,1.6,2.8,11.6
07/10/2024,23:00:50,13.27,491,0.381,0.319,0.24,14.934,0.191,5.73,40.3,7.7,1.8,2.7,11.6
07/10/2024,23:15:50,13.26,492,0.382,0.320,0.24,14.934,0.191,5.76,39.4,30.2,7.1,150.5,11.7
07/10/2024,23:30:50,13.25,492,0.382,0.320,0.24,14.935,0.192,5.74,40.1,7.3,1.7,8.8,11.6
07/10/2024,23:45:50,13.24,492,0.382,0.320,0.24,14.937,0.193,5.76,39.4,7.1,1.7,5.2,11.6
08/10/2024,00:00:50,13.23,492,0.382,0.320,0.24,14.937,0.193,5.74,39.9,23.1,5.4,105.5,11.6
08/10/2024,00:15:50,13.22,493,0.382,0.320,0.24,14.938,0.194,5.75,39.6,8.7,2.0,89.2,11.6
08/10/2024,00:30:50,13.20,493,0.382,0.320,0.24,14.937,0.193,5.75,39.6,10.7,2.5,20.0,11.6
08/10/2024,00:45:50,13.19,493,0.382,0.320,0.24,14.938,0.194,5.75,39.6,13.6,3.2,11.2,11.6
08/10/2024,01:00:50,13.18,493,0.382,0.320,0.24,14.938,0.193,5.78,38.5,11.9,2.8,4.9,11.6
08/10/2024,01:15:51,13.17,493,0.382,0.321,0.24,14.937,0.193,5.78,38.5,34.6,8.1,542.6,11.6
08/10/2024,01:30:50,13.16,493,0.382,0.321,0.24,14.939,0.194,5.79,38.2,8.7,2.0,6.8,11.6
08/10/2024,01:45:50,13.14,493,0.382,0.321,0.24,14.939,0.194,5.80,37.9,14.1,3.3,5.6,11.6
08/10/2024,02:00:51,13.13,494,0.382,0.321,0.24,14.939,0.195,5.77,38.9,149.1,34.8,5.4,11.6
08/10/2024,02:15:50,13.13,494,0.382,0.321,0.24,14.939,0.194,5.78,38.7,16.8,3.9,79.8,11.6
08/10/2024,02:30:50,13.12,494,0.382,0.321,0.24,14.939,0.194,5.78,38.6,54.6,12.7,6.0,11.6
08/10/2024,02:45:50,13.11,494,0.382,0.321,0.24,14.939,0.195,5.78,38.5,7.4,1.7,110.1,11.6
08/10/2024,03:00:50,13.11,494,0.382,0.321,0.24,14.943,0.197,5.81,37.5,6.9,1.6,2.8,11.6
08/10/2024,03:15:50,13.11,494,0.382,0.321,0.24,14.943,0.197,5.82,37.4,15.8,3.7,2.9,11.6
08/10/2024,03:30:50,13.11,494,0.382,0.321,0.24,14.941,0.196,5.79,38.1,6.3,1.5,2.8,11.6
08/10/2024,03:45:50,13.10,493,0.381,0.321,0.24,14.940,0.195,5.81,37.4,6.6,1.5,2.9,11.6
08/10/2024,04:00:50,13.10,493,0.381,0.320,0.24,14.940,0.196,5.82,37.3,6.4,1.5,2.6,11.6
08/10/2024,04:15:51,13.10,493,0.381,0.321,0.24,14.940,0.195,5.82,37.4,6.7,1.6,2.9,11.6
08/10/2024,04:30:50,13.09,493,0.381,0.321,0.24,14.938,0.194,5.82,37.2,6.0,1.4,2.8,11.6
08/10/2024,04:45:50,13.08,493,0.381,0.321,0.24,14.938,0.194,5.82,37.1,6.7,1.6,2.8,11.6
08/10/2024,05:00:51,13.07,493,0.381,0.321,0.24,14.939,0.195,5.83,36.9,6.6,1.5,2.8,11.7
08/10/2024,05:15:50,13.07,493,0.381,0.321,0.24,14.938,0.194,5.84,36.4,6.9,1.6,2.8,11.6
08/10/2024,05:30:50,13.06,493,0.381,0.321,0.24,14.935,0.192,5.82,37.3,6.9,1.6,2.9,11.6
08/10/2024,05:45:50,13.05,493,0.381,0.321,0.24,14.938,0.193,5.81,37.5,7.5,1.8,2.8,11.6
08/10/2024,06:00:50,13.04,494,0.381,0.321,0.24,14.937,0.193,5.81,37.4,149.5,34.9,2.8,11.6
08/10/2024,06:15:50,13.04,493,0.381,0.321,0.24,14.938,0.194,5.84,36.5,14.9,3.5,2.9,11.6
08/10/2024,06:30:50,13.03,493,0.381,0.321,0.24,14.938,0.194,5.81,37.4,9.1,2.1,2.9,11.6
08/10/2024,06:45:50,13.02,494,0.381,0.321,0.24,14.938,0.194,5.81,37.4,7.8,1.8,2.9,11.6
08/10/2024,07:00:50,13.01,494,0.380,0.321,0.24,14.938,0.194,5.83,36.7,7.9,1.8,3.0,11.6
08/10/2024,07:15:50,13.00,493,0.380,0.321,0.24,14.938,0.194,5.82,37.2,6.7,1.6,2.9,11.6
08/10/2024,07:30:51,12.99,494,0.380,0.321,0.24,14.940,0.195,5.83,36.7,7.0,1.6,3.0,11.6
08/10/2024,07:45:50,12.98,494,0.380,0.321,0.24,14.942,0.197,5.85,36.3,6.3,1.5,3.0,11.6
08/10/2024,08:00:51,12.97,493,0.380,0.321,0.24,14.943,0.198,5.82,37.2,6.8,1.6,2.8,11.6
08/10/2024,08:15:51,12.96,493,0.380,0.321,0.24,14.943,0.197,5.85,36.3,6.8,1.6,3.2,11.6
08/10/2024,08:30:51,12.94,493,0.380,0.321,0.24,14.944,0.198,5.85,36.1,7.3,1.7,2.9,11.6
08/10/2024,08:45:50,12.94,493,0.380,0.321,0.24,14.946,0.199,5.86,35.8,7.2,1.7,2.9,11.6
08/10/2024,09:00:51,12.93,493,0.379,0.321,0.24,14.948,0.201,5.83,36.7,7.5,1.7,3.1,11.6
08/10/2024,09:15:51,12.93,493,0.379,0.320,0.24,14.949,0.202,5.84,36.6,8.4,2.0,3.4,11.6
08/10/2024,09:30:51,12.92,493,0.379,0.320,0.24,14.949,0.201,5.86,35.9,10.3,2.4,3.4,11.7
08/10/2024,09:45:50,12.92,492,0.379,0.320,0.24,14.949,0.202,5.87,35.5,9.2,2.2,3.3,11.6
08/10/2024,10:00:50,12.91,492,0.379,0.320,0.24,14.951,0.203,5.88,35.2,10.6,2.5,3.3,11.6
08/10/2024,10:15:50,12.91,493,0.379,0.320,0.24,14.951,0.203,5.88,35.2,10.6,2.5,3.6,11.6
08/10/2024,10:30:51,12.90,492,0.379,0.320,0.24,14.951,0.203,5.88,35.2,32.5,7.6,3.4,11.6
08/10/2024,10:45:51,12.90,492,0.378,0.320,0.24,14.954,0.205,5.88,35.1,10.6,2.5,3.2,11.6
08/10/2024,11:00:50,12.91,492,0.378,0.320,0.24,14.955,0.206,5.86,35.6,13.1,3.1,2.7,11.6
08/10/2024,11:15:50,12.91,492,0.378,0.320,0.24,14.957,0.207,5.88,35.1,9.6,2.2,3.3,11.6
08/10/2024,11:30:50,12.92,492,0.378,0.320,0.24,14.957,0.207,5.87,35.6,9.8,2.3,3.2,11.6
08/10/2024,11:45:50,12.94,491,0.378,0.319,0.24,14.958,0.208,5.87,35.5,9.5,2.2,2.9,11.6
08/10/2024,12:00:50,12.96,491,0.378,0.319,0.24,14.959,0.209,5.87,35.5,11.2,2.6,2.9,11.6
08/10/2024,12:15:50,12.98,491,0.378,0.319,0.24,14.963,0.211,5.87,35.4,14.3,3.3,3.1,11.6
08/10/2024,12:30:50,13.01,491,0.378,0.319,0.24,14.963,0.212,5.87,35.6,17.8,4.2,2.9,11.6
08/10/2024,12:45:50,13.04,490,0.378,0.319,0.24,14.964,0.212,5.88,35.3,27.5,6.4,2.8,11.6
08/10/2024,13:00:51,13.07,490,0.378,0.318,0.24,14.964,0.212,5.86,35.8,56.0,13.1,3.1,11.6
08/10/2024,13:15:51,13.09,490,0.378,0.318,0.24,14.963,0.212,5.88,35.2,118.3,27.6,2.6,11.6
08/10/2024,13:30:51,13.12,490,0.378,0.318,0.24,14.964,0.212,5.87,35.6,111.8,26.1,2.8,11.6
08/10/2024,13:45:51,13.16,489,0.378,0.318,0.24,14.966,0.213,5.89,35.0,80.9,18.9,2.9,11.6
08/10/2024,14:00:50,13.20,489,0.379,0.318,0.24,14.968,0.215,5.88,35.1,8.2,1.9,2.9,11.6
08/10/2024,14:15:50,13.23,489,0.379,0.318,0.24,14.970,0.217,5.87,35.7,7.2,1.7,2.9,11.6
08/10/2024,14:30:51,13.27,488,0.379,0.317,0.24,14.971,0.217,5.87,35.3,7.7,1.8,2.9,11.6
08/10/2024,14:45:50,13.30,488,0.379,0.317,0.24,14.974,0.219,5.88,35.2,7.2,1.7,2.8,11.6
08/10/2024,15:00:50,13.33,488,0.379,0.317,0.24,14.976,0.220,5.85,36.3,7.9,1.8,2.9,11.6
08/10/2024,15:15:50,13.34,488,0.379,0.317,0.24,14.977,0.221,5.84,36.7,7.9,1.8,4.2,11.6
08/10/2024,15:30:50,13.36,488,0.379,0.317,0.24,14.979,0.223,5.83,36.8,8.4,2.0,2.9,11.6
08/10/2024,15:45:50,13.39,487,0.379,0.317,0.24,14.980,0.224,5.82,37.3,8.1,1.9,2.8,11.6
08/10/2024,16:00:50,13.41,487,0.379,0.317,0.24,14.982,0.225,5.83,37.0,7.5,1.7,2.8,11.6
08/10/2024,16:15:50,13.44,487,0.379,0.316,0.24,14.982,0.225,5.81,37.7,7.9,1.9,3.0,11.6
08/10/2024,16:30:50,13.47,487,0.379,0.316,0.24,14.986,0.227,5.81,37.6,6.6,1.6,2.9,11.6
08/10/2024,16:45:50,13.49,486,0.379,0.316,0.24,14.987,0.228,5.83,36.9,7.5,1.8,2.9,11.6
08/10/2024,17:00:51,13.50,486,0.379,0.316,0.24,14.987,0.228,5.80,38.0,7.7,1.8,2.7,11.6
08/10/2024,17:15:51,13.52,486,0.379,0.316,0.24,14.989,0.230,5.81,37.5,7.4,1.7,2.8,11.6
08/10/2024,17:30:50,13.51,486,0.379,0.316,0.24,14.992,0.232,5.78,38.8,7.4,1.7,2.8,11.6
08/10/2024,17:45:50,13.51,486,0.379,0.316,0.24,14.993,0.233,5.78,38.5,7.0,1.6,3.4,11.6
08/10/2024,18:00:50,13.50,486,0.379,0.316,0.24,14.995,0.234,5.77,39.1,6.9,1.6,2.9,11.6
08/10/2024,18:15:50,13.49,486,0.379,0.316,0.24,14.999,0.237,5.80,38.1,7.3,1.7,2.7,11.6
08/10/2024,18:30:50,13.47,486,0.379,0.316,0.24,15.001,0.238,5.79,38.3,7.3,1.7,2.9,11.6
